player,position,r1,r2,r3,r4,strokes,earnings,fedex_cup_points,year
Sandy Lyle,T20,72,70,73,71,286,"$71,400.00",46.5,2009
Rory McIlroy,T20,72,73,71,70,286,"$71,400.00",,2009
Ian Poulter,T20,71,73,68,74,286,"$71,400.00",46.5,2009
Justin Rose,T20,74,70,71,71,286,"$71,400.00",46.5,2009
Rory Sabbatini,T20,73,67,70,76,286,"$71,400.00",46.5,2009
Stuart Appleby,T30,72,73,71,71,287,"$46,575.00",39,2009
Ross Fisher,T30,69,76,73,69,287,"$46,575.00",,2009
Dustin Johnson,T30,72,70,72,73,287,"$46,575.00",39,2009
Larry Mize,T30,67,76,72,72,287,"$46,575.00",39,2009
Vijay Singh,T30,71,70,72,74,287,"$46,575.00",39,2009
Ben Curtis,T35,73,71,74,70,288,"$38,625.00",35,2009
Ken Duke,T35,71,72,73,72,288,"$38,625.00",35,2009
Padraig Harrington,T35,69,73,73,73,288,"$38,625.00",35,2009
Robert Allenby,T38,73,72,72,72,289,"$33,000.00",31.5,2009
Luke Donald,T38,73,71,72,73,289,"$33,000.00",31.5,2009
Sergio Garcia,T38,73,67,75,74,289,"$33,000.00",31.5,2009
Henrik Stenson,T38,71,70,75,73,289,"$33,000.00",,2009
Bubba Watson,42,72,72,73,73,290,"$29,250.00",29,2009
Lee Westwood,43,70,72,70,79,291,"$27,750.00",,2009
Dudley Hart,T44,72,72,73,76,293,"$25,500.00",26.5,2009
D.J. Trahan,T44,72,73,72,76,293,"$25,500.00",26.5,2009
Miguel Jimenez,T46,70,73,78,73,294,"$21,850.00",,2009
Kevin Sutherland,T46,69,76,77,72,294,"$21,850.00",24,2009
Mike Weir,T46,68,75,79,72,294,"$21,850.00",24,2009
Rocco Mediate,T49,73,70,78,77,298,"$19,200.00",21.5,2009
Andres Romero,T49,69,75,77,77,298,"$19,200.00",21.5,2009
Fred Couples,CUT,73,73,,,146,,,2009
Ernie Els,CUT,75,71,,,146,,,2009
Retief Goosen,CUT,75,71,,,146,,,2009
Jose Maria Olazabal,CUT,71,75,,,146,,,2009
Adam Scott,CUT,71,75,,,146,,,2009
Jeev Milkha Singh,CUT,71,75,,,146,,,2009
Richard Sterne,CUT,72,74,,,146,,,2009
Stewart Cink,CUT,69,78,,,147,,,2009
Robert Karlsson,CUT,73,74,,,147,,,2009
Martin Kaymer,CUT,71,76,,,147,,,2009
Soren Kjeldsen,CUT,76,71,,,147,,,2009
Greg Norman,CUT,70,77,,,147,,,2009
Reinier Saxton,CUT,75,72,,,147,,,2009
Y.E. Yang,CUT,73,74,,,147,,,2009
Briny Baird,CUT,73,75,,,148,,,2009
K.J. Choi,CUT,76,72,,,148,,,2009
Soren Hansen,CUT,72,76,,,148,,,2009
Justin Leonard,CUT,75,73,,,148,,,2009
Jack Newman,CUT,72,76,,,148,,,2009
Oliver Wilson,CUT,73,75,,,148,,,2009
Boo Weekley,CUT,73,76,,,149,,,2009
Ian Woosnam,CUT,74,75,,,149,,,2009
Ryo Ishikawa,CUT,73,77,,,150,,,2009
Zach Johnson,CUT,70,80,,,150,,,2009
Drew Kittleson,CUT,78,72,,,150,,,2009
Bernhard Langer,CUT,70,80,,,150,,,2009
Louis Oosthuizen,CUT,73,77,,,150,,,2009
Brandt Snedeker,CUT,76,74,,,150,,,2009
Mathew Goggin,CUT,74,77,,,151,,,2009
Wen-Tang Lin,CUT,77,74,,,151,,,2009
Mark O'Meara,CUT,75,76,,,151,,,2009
Chez Reavie,CUT,75,76,,,151,,,2009
Craig Stadler,CUT,77,74,,,151,,,2009
Billy Mayfair,CUT,77,75,,,152,,,2009
Alvaro Quiros,CUT,78,75,,,153,,,2009
Prayad Marksaeng,CUT,70,84,,,154,,,2009
Pat Perez,CUT,75,79,,,154,,,2009
Carl Pettersson,CUT,75,79,,,154,,,2009
Steve Wilson,CUT,79,75,,,154,,,2009
Michael Campbell,CUT,80,75,,,155,,,2009
Danny Lee,CUT,74,81,,,155,,,2009
Fuzzy Zoeller,CUT,79,76,,,155,,,2009
Ben Crenshaw,CUT,73,83,,,156,,,2009
Tom Watson,CUT,74,83,,,157,,,2009
Raymond Floyd,CUT,79,79,,,158,,,2009
Gary Player,CUT,78,83,,,161,,,2009
Trevor Immelman,1,68,68,69,75,280,"$1,350,000.00","4,950",2008
Tiger Woods,2,72,71,68,72,283,"$810,000.00","2,970",2008
Stewart Cink,T3,72,69,71,72,284,"$435,000.00","1,595",2008
Brandt Snedeker,T3,69,68,70,77,284,"$435,000.00","1,595",2008
Steve Flesch,T5,72,67,69,78,286,"$273,750.00","1,003",2008
Padraig Harrington,T5,74,71,69,72,286,"$273,750.00","1,003",2008
Phil Mickelson,T5,71,68,75,72,286,"$273,750.00","1,003",2008
Miguel Jimenez,T8,77,70,72,68,287,"$217,500.00",,2008
Robert Karlsson,T8,70,73,71,73,287,"$217,500.00",,2008
Andres Romero,T8,72,72,70,73,287,"$217,500.00",797,2008
Paul Casey,T11,71,69,69,79,288,"$172,500.00",632,2008
Nick Watney,T11,75,70,72,71,288,"$172,500.00",632,2008
Lee Westwood,T11,69,73,73,73,288,"$172,500.00",632,2008
Stuart Appleby,T14,76,70,72,71,289,"$135,000.00",495,2008
Sean O'Hair,T14,72,71,71,75,289,"$135,000.00",495,2008
Vijay Singh,T14,72,71,72,74,289,"$135,000.00",495,2008
Retief Goosen,T17,71,71,72,76,290,"$112,500.00",412,2008
Henrik Stenson,T17,74,72,72,72,290,"$112,500.00",,2008
Mike Weir,T17,73,68,75,74,290,"$112,500.00",412,2008
Brian Bateman,T20,69,76,72,74,291,"$84,300.00",309,2008
Zach Johnson,T20,70,76,68,77,291,"$84,300.00",309,2008
Justin Leonard,T20,72,74,72,73,291,"$84,300.00",309,2008
Bubba Watson,T20,74,71,73,73,291,"$84,300.00",309,2008
Boo Weekley,T20,72,74,68,77,291,"$84,300.00",309,2008
Stephen Ames,T25,70,70,77,75,292,"$54,844.00",201,2008
Angel Cabrera,T25,73,72,73,74,292,"$54,844.00",201,2008
J.B. Holmes,T25,73,70,73,76,292,"$54,844.00",201,2008
Arron Oberholser,T25,71,70,74,77,292,"$54,844.00",201,2008
Ian Poulter,T25,70,69,75,78,292,"$54,844.00",201,2008
Adam Scott,T25,75,71,70,76,292,"$54,844.00",201,2008
Jeev Milkha Singh,T25,71,74,72,75,292,"$54,844.00",,2008
Richard Sterne,T25,73,72,73,74,292,"$54,844.00",,2008
Nick Dougherty,T33,74,69,74,76,293,"$42,375.00",,2008
Jim Furyk,T33,70,73,73,77,293,"$42,375.00",155,2008
Heath Slocum,T33,71,76,77,69,293,"$42,375.00",155,2008
Todd Hamilton,T36,74,73,75,73,295,"$36,875.00",135,2008
Justin Rose,T36,68,78,73,76,295,"$36,875.00",135,2008
Johnson Wagner,T36,72,74,74,75,295,"$36,875.00",135,2008
Niclas Fasth,T39,75,70,76,75,296,"$33,000.00",,2008
Geoff Ogilvy,T39,75,71,76,74,296,"$33,000.00",121,2008
K.J. Choi,41,72,75,78,73,298,"$30,750.00",112,2008
Robert Allenby,T42,72,74,72,81,299,"$28,500.00",104,2008
David Toms,T42,73,74,72,80,299,"$28,500.00",104,2008
Ian Woosnam,44,75,71,76,78,300,"$26,250.00",,2008
Sandy Lyle,45,72,75,78,77,302,"$24,750.00",90,2008
Aaron Baddeley,CUT,75,73,,,148,,,2008
Michael Campbell,CUT,77,71,,,148,,,2008
Fred Couples,CUT,76,72,,,148,,,2008
Luke Donald,CUT,73,75,,,148,,,2008
Ernie Els,CUT,74,74,,,148,,,2008
Sergio Garcia,CUT,76,72,,,148,,,2008
Charles Howell III,CUT,78,70,,,148,,,2008
Martin Kaymer,CUT,76,72,,,148,,,2008
Toru Taniguchi,CUT,76,72,,,148,,,2008
Brett Wetterich,CUT,73,75,,,148,,,2008
Jonathan Byrd,CUT,75,74,,,149,,,2008
Jerry Kelly,CUT,72,77,,,149,,,2008
Hunter Mahan,CUT,77,72,,,149,,,2008
Nick O'Hern,CUT,74,75,,,149,,,2008
Mark O'Meara,CUT,71,78,,,149,,,2008
Rory Sabbatini,CUT,75,74,,,149,,,2008
Craig Stadler,CUT,77,72,,,149,,,2008
Daniel Chopra,CUT,72,78,,,150,,,2008
Ben Curtis,CUT,75,75,,,150,,,2008
Trip Kuehne,CUT,78,72,,,150,,,2008
Shaun Micheel,CUT,76,74,,,150,,,2008
John Rollins,CUT,77,73,,,150,,,2008
Steve Stricker,CUT,73,77,,,150,,,2008
Camilo Villegas,CUT,73,77,,,150,,,2008
Tom Watson,CUT,75,75,,,150,,,2008
Bernhard Langer,CUT,74,77,,,151,,,2008
Jose Maria Olazabal,CUT,76,75,,,151,,,2008
John Senden,CUT,80,71,,,151,,,2008
Vaughn Taylor,CUT,75,76,,,151,,,2008
Michael Thompson,CUT,73,78,,,151,,,2008
Woody Austin,CUT,79,73,,,152,,,2008
